trial_id,study_id,experiment_id,model_key,preference_id,preference_category,is_control,semantic_x,semantic_y,displayed_A,displayed_B,semantic_x_position,repetition_index,prompt,timestamp_utc,provider,model_id,model_family,served_model,served_provider,requested_upstream_provider,raw_response,parsed_display_choice,parsed_semantic_choice,parse_success,parse_stage,call_ok,temperature,top_p,max_output_tokens,latency_s,retry_count,error,usage,finish_reason,seed
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r0,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,0,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:15.339238+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.214,0,,"{'prompt_tokens': 173, 'completion_tokens': 61, 'total_tokens': 234, 'cost': 6.255e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 6.255e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 3.66e-05}, 'completion_tokens_details': {'reasoning_tokens': 47, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r1,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,1,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:15.445212+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.276,0,,"{'prompt_tokens': 173, 'completion_tokens': 85, 'total_tokens': 258, 'cost': 7.695e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 7.695e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 5.1e-05}, 'completion_tokens_details': {'reasoning_tokens': 70, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r2,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,2,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:15.579777+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.24,0,,"{'prompt_tokens': 173, 'completion_tokens': 79, 'total_tokens': 252, 'cost': 7.335e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 7.335e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 4.74e-05}, 'completion_tokens_details': {'reasoning_tokens': 64, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r3,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,3,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:15.723772+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.278,0,,"{'prompt_tokens': 173, 'completion_tokens': 92, 'total_tokens': 265, 'cost': 8.115e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.115e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 5.52e-05}, 'completion_tokens_details': {'reasoning_tokens': 77, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r4,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,4,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:16.088183+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.588,0,,"{'prompt_tokens': 173, 'completion_tokens': 178, 'total_tokens': 351, 'cost': 0.00013275, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00013275, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 0.0001068}, 'completion_tokens_details': {'reasoning_tokens': 163, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r5,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,5,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:15.959927+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.421,0,,"{'prompt_tokens': 173, 'completion_tokens': 55, 'total_tokens': 228, 'cost': 5.895e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 5.895e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 3.3e-05}, 'completion_tokens_details': {'reasoning_tokens': 41, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r6,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,6,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:15.991451+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.411,0,,"{'prompt_tokens': 173, 'completion_tokens': 153, 'total_tokens': 326, 'cost': 0.00011775, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00011775, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 9.18e-05}, 'completion_tokens_details': {'reasoning_tokens': 138, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r7,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,7,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:16.288570+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.564,0,,"{'prompt_tokens': 173, 'completion_tokens': 68, 'total_tokens': 241, 'cost': 6.675e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 6.675e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 4.08e-05}, 'completion_tokens_details': {'reasoning_tokens': 54, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r8,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,8,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:16.679255+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.719,0,,"{'prompt_tokens': 173, 'completion_tokens': 183, 'total_tokens': 356, 'cost': 0.00013575, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00013575, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 0.0001098}, 'completion_tokens_details': {'reasoning_tokens': 169, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c01|x_second|r9,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,9,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:16.258057+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.266,0,,"{'prompt_tokens': 173, 'completion_tokens': 81, 'total_tokens': 254, 'cost': 7.455e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 7.455e-05, 'upstream_inference_prompt_cost': 2.595e-05, 'upstream_inference_completions_cost': 4.86e-05}, 'completion_tokens_details': {'reasoning_tokens': 67, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_provider_pinned_main|gpt-oss-120b|c02|x_first|r0,followup_gpt_oss_provider_pinned,followup_gpt_oss_provider_pinned_main,gpt-oss-120b,c02,sanity_control,True,add up a column of numbers that are all clearly printed and legible,add up a column of numbers that have not been provided to you at all,add up a column of numbers that are all clearly printed and legible,add up a column of numbers that have not been provided to you at all,x_first,0,"You must choose one of two tasks.

A: add up a column of numbers that are all clearly printed and legible
B: add up a column of numbers that have not been provided to you at all

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T17:30:16.925804+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""A""}",A,X,True,strict_json,True,1.0,1.0,800,0.837,0,,"{'prompt_tokens': 175, 'completion_tokens': 58, 'total_tokens': 233, 'cost': 6.105e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 6.105e-05, 'upstream_inference_prompt_cost': 2.625e-05, 'upstream_inference_completions_cost': 3.48e-05}, 'completion_tokens_details': {'reasoning_tokens': 44, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
