trial_id,study_id,experiment_id,model_key,preference_id,preference_category,is_control,semantic_x,semantic_y,displayed_A,displayed_B,semantic_x_position,repetition_index,prompt,timestamp_utc,provider,model_id,model_family,served_model,served_provider,requested_upstream_provider,raw_response,parsed_display_choice,parsed_semantic_choice,parse_success,parse_stage,call_ok,temperature,top_p,max_output_tokens,latency_s,retry_count,error,usage,finish_reason,seed
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r0,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,0,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:04.745693+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.263,0,,"{'prompt_tokens': 158, 'completion_tokens': 71, 'total_tokens': 229, 'cost': 6.63e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 6.63e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 4.26e-05}, 'completion_tokens_details': {'reasoning_tokens': 56, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r1,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,1,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:04.841347+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.294,0,,"{'prompt_tokens': 158, 'completion_tokens': 95, 'total_tokens': 253, 'cost': 8.07e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.07e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 5.7e-05}, 'completion_tokens_details': {'reasoning_tokens': 80, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r2,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,2,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.029923+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.456,0,,"{'prompt_tokens': 158, 'completion_tokens': 124, 'total_tokens': 282, 'cost': 9.81e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 9.81e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 7.44e-05}, 'completion_tokens_details': {'reasoning_tokens': 109, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r3,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,3,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:04.973836+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.278,0,,"{'prompt_tokens': 158, 'completion_tokens': 94, 'total_tokens': 252, 'cost': 8.01e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.01e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 5.64e-05}, 'completion_tokens_details': {'reasoning_tokens': 79, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r4,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,4,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.215425+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.469,0,,"{'prompt_tokens': 158, 'completion_tokens': 178, 'total_tokens': 336, 'cost': 0.0001305, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.0001305, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 0.0001068}, 'completion_tokens_details': {'reasoning_tokens': 163, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r5,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,5,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.245361+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.404,0,,"{'prompt_tokens': 158, 'completion_tokens': 157, 'total_tokens': 315, 'cost': 0.0001179, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.0001179, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 9.42e-05}, 'completion_tokens_details': {'reasoning_tokens': 142, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r6,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,6,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.240974+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.267,0,,"{'prompt_tokens': 158, 'completion_tokens': 71, 'total_tokens': 229, 'cost': 6.63e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 6.63e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 4.26e-05}, 'completion_tokens_details': {'reasoning_tokens': 56, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r7,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,7,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.365264+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.335,0,,"{'prompt_tokens': 158, 'completion_tokens': 119, 'total_tokens': 277, 'cost': 9.51e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 9.51e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 7.14e-05}, 'completion_tokens_details': {'reasoning_tokens': 104, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r8,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,8,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.471488+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.256,0,,"{'prompt_tokens': 158, 'completion_tokens': 81, 'total_tokens': 239, 'cost': 7.23e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 7.23e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 4.86e-05}, 'completion_tokens_details': {'reasoning_tokens': 66, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c01|x_second|r9,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c01,sanity_control,True,read a document written in plain English and answer questions on it,read a document with no words in it at all and answer questions on it,read a document with no words in it at all and answer questions on it,read a document written in plain English and answer questions on it,x_second,9,"You must choose one of two tasks.

A: read a document with no words in it at all and answer questions on it
B: read a document written in plain English and answer questions on it

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.778614+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"":""B""}",B,X,True,strict_json,True,1.0,1.0,800,0.537,0,,"{'prompt_tokens': 158, 'completion_tokens': 123, 'total_tokens': 281, 'cost': 9.75e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 9.75e-05, 'upstream_inference_prompt_cost': 2.37e-05, 'upstream_inference_completions_cost': 7.38e-05}, 'completion_tokens_details': {'reasoning_tokens': 109, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
followup_gpt_oss_neutral_framing_main|gpt-oss-120b|c02|x_first|r0,followup_gpt_oss_neutral_framing,followup_gpt_oss_neutral_framing_main,gpt-oss-120b,c02,sanity_control,True,add up a column of numbers that are all clearly printed and legible,add up a column of numbers that have not been provided to you at all,add up a column of numbers that are all clearly printed and legible,add up a column of numbers that have not been provided to you at all,x_first,0,"You must choose one of two tasks.

A: add up a column of numbers that are all clearly printed and legible
B: add up a column of numbers that have not been provided to you at all

Choose exactly one.

Respond with exactly this JSON object and nothing else:
{""choice"": ""A"" or ""B""}
",2026-08-16T18:50:05.701449+00:00,openrouter,openai/gpt-oss-120b,gpt-oss,openai/gpt-oss-120b,Groq,Groq,"{""choice"": ""A""}",A,X,True,strict_json,True,1.0,1.0,800,0.456,0,,"{'prompt_tokens': 160, 'completion_tokens': 96, 'total_tokens': 256, 'cost': 8.16e-05, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 8.16e-05, 'upstream_inference_prompt_cost': 2.4e-05, 'upstream_inference_completions_cost': 5.76e-05}, 'completion_tokens_details': {'reasoning_tokens': 81, 'image_tokens': 0, 'audio_tokens': 0}}",stop,20260816
