trial_id,experiment_id,model_key,method,preference_id,preference_category,framing_variant,option_a_semantic,option_b_semantic,display_order,repetition_index,extra,timestamp_utc,provider,model_id,model_family,served_model,temperature,top_p,max_tokens,raw_response,call_ok,error,attempts,latency_s,usage,finish_reason,parsed_choice,strength_self_report,parse_success,parse_stage,parse_note
pilot|self_report|mock|p08|neutral|r1,pilot,mock,self_report,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,{},2026-08-16T11:06:28.157618+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B"", ""strength"": 0.81}",True,,1,0.0,,,B,0.81,True,strict_json,
pilot|self_report|mock|p08|neutral|r2,pilot,mock,self_report,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,{},2026-08-16T11:06:28.158097+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A"", ""strength"": 0.81}",True,,1,0.0,,,A,0.81,True,strict_json,
pilot|sequential|mock|p01|neutral|e0|s1|initial_choice,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p01|neutral|e0'}",2026-08-16T11:06:28.171631+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e0|s2|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,0,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e0', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.172440+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p01|neutral|e0|s2|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e0', 'current_semantic': 'B'}",2026-08-16T11:06:28.172020+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e0|s3|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e0', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.173333+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p01|neutral|e0|s3|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e0', 'current_semantic': 'B'}",2026-08-16T11:06:28.172862+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e1|s1|initial_choice,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p01|neutral|e1'}",2026-08-16T11:06:28.173890+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e1|s2|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,1,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e1', 'current_semantic': 'A', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.174794+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e1|s2|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e1', 'current_semantic': 'A'}",2026-08-16T11:06:28.174352+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e1|s3|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e1', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.175706+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p01|neutral|e1|s3|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e1', 'current_semantic': 'B'}",2026-08-16T11:06:28.175350+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e2|s1|initial_choice,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p01|neutral|e2'}",2026-08-16T11:06:28.176048+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e2|s2|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e2', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.176595+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e2|s2|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e2', 'current_semantic': 'B'}",2026-08-16T11:06:28.176329+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e2|s3|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e2', 'current_semantic': 'A', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.177174+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p01|neutral|e2|s3|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e2', 'current_semantic': 'A'}",2026-08-16T11:06:28.176821+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e3|s1|initial_choice,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,3,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p01|neutral|e3'}",2026-08-16T11:06:28.177431+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p01|neutral|e3|s2|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,3,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e3', 'current_semantic': 'A', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.177831+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e3|s2|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,3,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e3', 'current_semantic': 'A'}",2026-08-16T11:06:28.177630+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e3|s3|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,3,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e3', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.178326+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e3|s3|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,3,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e3', 'current_semantic': 'B'}",2026-08-16T11:06:28.178044+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e4|s1|initial_choice,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,4,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p01|neutral|e4'}",2026-08-16T11:06:28.178577+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p01|neutral|e4|s2|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,4,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e4', 'current_semantic': 'A', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.178966+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e4|s2|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,4,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e4', 'current_semantic': 'A'}",2026-08-16T11:06:28.178769+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p01|neutral|e4|s3|continue_or_switch,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,4,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p01|neutral|e4', 'current_semantic': 'A', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.179486+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p01|neutral|e4|s3|perform_task,pilot,mock,sequential,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,4,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p01|neutral|e4', 'current_semantic': 'A'}",2026-08-16T11:06:28.179236+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e0|s1|initial_choice,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p08|neutral|e0'}",2026-08-16T11:06:28.179727+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e0|s2|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e0', 'current_semantic': 'A', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.180185+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e0|s2|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e0', 'current_semantic': 'A'}",2026-08-16T11:06:28.179925+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e0|s3|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,0,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e0', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.180654+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e0|s3|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e0', 'current_semantic': 'B'}",2026-08-16T11:06:28.180417+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e1|s1|initial_choice,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p08|neutral|e1'}",2026-08-16T11:06:28.180900+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e1|s2|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e1', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.181377+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e1|s2|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e1', 'current_semantic': 'B'}",2026-08-16T11:06:28.181144+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e1|s3|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e1', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.181936+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e1|s3|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e1', 'current_semantic': 'B'}",2026-08-16T11:06:28.181605+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e2|s1|initial_choice,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p08|neutral|e2'}",2026-08-16T11:06:28.182248+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e2|s2|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e2', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.182677+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e2|s2|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e2', 'current_semantic': 'B'}",2026-08-16T11:06:28.182460+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e2|s3|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,2,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e2', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.183228+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e2|s3|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e2', 'current_semantic': 'B'}",2026-08-16T11:06:28.182908+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e3|s1|initial_choice,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,3,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p08|neutral|e3'}",2026-08-16T11:06:28.183492+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e3|s2|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,3,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e3', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.183910+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e3|s2|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,3,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e3', 'current_semantic': 'B'}",2026-08-16T11:06:28.183696+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e3|s3|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,3,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e3', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.184877+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
